,Unnamed: 0,person_scene,series_num,num_lines,num_words
5938,5938,Penny,Series 02,1,7
5939,5939,Sheldon,Series 02,1,15
5940,5940,Penny,Series 02,1,12
5941,5941,Sheldon,Series 02,1,35
5942,5942,Leonard,Series 02,2,7
5943,5943,Howard,Series 02,1,6
5944,5944,Penny,Series 02,1,4
5945,5945,Sheldon,Series 02,1,6
5946,5946,Penny,Series 02,1,9
5947,5947,Sheldon,Series 02,1,6
5948,5948,Leonard,Series 02,2,18
5949,5949,Penny,Series 02,3,10
5950,5950,Sheldon,Series 02,2,7
5951,5951,Penny,Series 02,1,3
5953,5953,Penny,Series 02,1,11
5954,5954,Leonard,Series 02,2,9
5955,5955,Penny,Series 02,1,4
5956,5956,Leonard,Series 02,1,17
5958,5958,Howard,Series 02,1,24
5959,5959,Raj,Series 02,1,5
5960,5960,Howard,Series 02,1,10
5961,5961,Leonard,Series 02,1,3
5962,5962,Raj,Series 02,1,6
5963,5963,Leonard,Series 02,1,22
5964,5964,Howard,Series 02,1,11
5965,5965,Sheldon,Series 02,1,27
5966,5966,Howard,Series 02,1,21
5967,5967,Raj,Series 02,1,11
5968,5968,(arriving),Series 02,2,14
5969,5969,Leonard,Series 02,1,2
5970,5970,Penny,Series 02,2,35
5971,5971,Sheldon,Series 02,3,17
5972,5972,Penny,Series 02,1,13
5973,5973,Sheldon,Series 02,1,1
5974,5974,Penny,Series 02,4,19
5975,5975,Sheldon,Series 02,2,24
5976,5976,Penny,Series 02,2,13
5977,5977,Howard,Series 02,1,10
5978,5978,Leonard,Series 02,1,10
5979,5979,Penny,Series 02,1,1
5980,5980,Leonard,Series 02,1,25
5981,5981,Penny,Series 02,1,5
5982,5982,Leonard,Series 02,1,7
5983,5983,Penny,Series 02,1,10
5984,5984,Leonard,Series 02,1,14
5985,5985,Penny,Series 02,1,20
5986,5986,Leonard,Series 02,2,10
5987,5987,Penny,Series 02,1,21
5988,5988,Leonard,Series 02,1,7
5989,5989,Penny,Series 02,1,5
5991,5991,Penny,Series 02,1,31
5992,5992,Sheldon,Series 02,1,2
5993,5993,Penny,Series 02,2,7
5995,5995,Howard,Series 02,2,13
5996,5996,Raj,Series 02,1,3
5997,5997,Howard,Series 02,2,11
5998,5998,Leonard,Series 02,1,7
5999,5999,Howard,Series 02,1,18
6000,6000,Leonard,Series 02,1,6
6001,6001,Howard,Series 02,1,22
6002,6002,angry),Series 02,1,4
6003,6003,Leonard,Series 02,2,12
6004,6004,Penny,Series 02,2,5
6005,6005,Leonard,Series 02,1,4
6006,6006,Penny,Series 02,1,3
6007,6007,screen),Series 02,4,71
6008,6008,Penny,Series 02,1,1
6009,6009,Leonard,Series 02,1,4
6010,6010,Penny,Series 02,3,20
6011,6011,Leonard,Series 02,2,23
6012,6012,Penny,Series 02,1,18
6013,6013,Howard,Series 02,1,12
6014,6014,Leonard,Series 02,1,4
6015,6015,Howard,Series 02,1,1
6016,6016,laptop),Series 02,2,19
6017,6017,Leonard,Series 02,1,4
6018,6018,Howard,Series 02,1,16
6020,6020,Sheldon,Series 02,1,2
6021,6021,Penny,Series 02,1,6
6022,6022,Sheldon,Series 02,2,8
6023,6023,Penny,Series 02,2,10
6024,6024,Sheldon,Series 02,1,4
6025,6025,Penny,Series 02,2,39
6027,6027,Penny,Series 02,1,13
6028,6028,Sheldon,Series 02,1,10
6029,6029,Penny,Series 02,1,23
6030,6030,Sheldon,Series 02,1,9
6031,6031,Penny,Series 02,1,8
6033,6033,knock),Series 02,1,9
6034,6034,Sheldon,Series 02,1,1
6035,6035,Penny,Series 02,1,4
6036,6036,Sheldon,Series 02,1,2
6037,6037,Penny,Series 02,1,18
6038,6038,Sheldon,Series 02,1,11
6039,6039,Penny,Series 02,1,5
6040,6040,Sheldon,Series 02,3,34
6041,6041,Penny,Series 02,1,12
6042,6042,Sheldon,Series 02,2,18
6043,6043,Penny,Series 02,1,3
6044,6044,Sheldon,Series 02,1,1
6045,6045,Penny,Series 02,1,1
6046,6046,Sheldon,Series 02,1,15
6047,6047,Penny,Series 02,1,35
6048,6048,Sheldon,Series 02,1,6
6049,6049,Penny,Series 02,1,9
6050,6050,Sheldon,Series 02,1,17
6051,6051,Leonard,Series 02,3,9
6052,6052,Penny,Series 02,1,15
6053,6053,Leonard,Series 02,2,8
6054,6054,Sheldon,Series 02,1,9
6055,6055,window),Series 02,1,4
6056,6056,Sheldon,Series 02,1,3
6058,6058,Penny,Series 02,1,7
6059,6059,Leonard,Series 02,2,6
6060,6060,Penny,Series 02,2,8
6061,6061,Leonard,Series 02,1,12
6062,6062,Penny,Series 02,1,3
6063,6063,Leonard,Series 02,1,3
6064,6064,Penny,Series 02,1,3
6065,6065,Leonard,Series 02,1,10
6066,6066,Penny,Series 02,1,11
6067,6067,Leonard,Series 02,1,13
6069,6069,Raj,Series 02,4,17
6070,6070,Howard,Series 02,1,8
6071,6071,Leonard,Series 02,1,11
6072,6072,Howard,Series 02,1,39
6073,6073,rung),Series 02,5,17
6074,6074,Sheldon,Series 02,1,3
6075,6075,Leonard,Series 02,1,2
6076,6076,Sheldon,Series 02,10,80
6077,6077,Leonard,Series 02,1,9
6079,6079,Sheldon,Series 02,2,38
6080,6080,Penny,Series 02,4,30
6081,6081,Sheldon,Series 02,1,2
6082,6082,Penny,Series 02,1,3
6083,6083,Sheldon,Series 02,1,1
6084,6084,Penny,Series 02,1,1
6085,6085,Sheldon,Series 02,1,2
6086,6086,Penny,Series 02,1,2
6087,6087,Sheldon,Series 02,1,8
6088,6088,Penny,Series 02,1,1
6090,6090,Model,Series 02,1,4
6091,6091,Howard,Series 02,1,7
6092,6092,Model,Series 02,1,5
6093,6093,Howard,Series 02,1,5
6094,6094,Model,Series 02,2,5
6095,6095,Howard,Series 02,1,11
6096,6096,Raj,Series 02,1,5
6097,6097,Howard,Series 02,2,3
6099,6099,Sheldon,Series 02,1,6
6100,6100,Raj,Series 02,2,13
6101,6101,Sheldon,Series 02,1,9
6102,6102,Raj,Series 02,1,9
6103,6103,Leonard,Series 02,2,4
6104,6104,Sheldon,Series 02,1,7
6105,6105,Leonard,Series 02,1,8
6106,6106,Raj,Series 02,1,12
6107,6107,Sheldon,Series 02,3,45
6108,6108,Raj,Series 02,1,1
6109,6109,Sheldon,Series 02,11,40
6110,6110,Raj,Series 02,2,8
6111,6111,Together,Series 02,1,13
6112,6112,patch),Series 02,1,2
6113,6113,Leonard,Series 02,1,2
6114,6114,Howard,Series 02,2,33
6115,6115,Sheldon,Series 02,1,16
6116,6116,Leonard,Series 02,1,10
6117,6117,Howard,Series 02,2,26
6118,6118,Raj,Series 02,1,3
6119,6119,Howard,Series 02,2,43
6120,6120,Leonard,Series 02,1,14
6121,6121,(entering),Series 02,2,13
6122,6122,Howard,Series 02,2,51
6123,6123,Penny,Series 02,1,17
6124,6124,Howard,Series 02,1,1
6126,6126,Sheldon,Series 02,2,36
6127,6127,Leonard,Series 02,1,7
6128,6128,Sheldon,Series 02,1,15
6129,6129,Leonard,Series 02,1,4
6130,6130,Raj,Series 02,1,6
6131,6131,Sheldon,Series 02,1,4
6132,6132,phone),Series 02,4,13
6133,6133,Sheldon,Series 02,1,2
6134,6134,Leonard,Series 02,3,15
6135,6135,Sheldon,Series 02,1,9
6136,6136,Leonard,Series 02,1,1
6137,6137,Sheldon,Series 02,2,10
6138,6138,Leonard,Series 02,1,8
6139,6139,Raj,Series 02,1,7
6140,6140,Sheldon,Series 02,2,25
6141,6141,Raj,Series 02,1,15
6142,6142,Sheldon,Series 02,2,27
6143,6143,Leonard,Series 02,1,9
6144,6144,Raj,Series 02,1,3
6146,6146,Sheldon,Series 02,1,18
6147,6147,Raj,Series 02,2,9
6148,6148,Howard,Series 02,1,6
6149,6149,Leonard,Series 02,1,4
6150,6150,Howard,Series 02,1,9
6151,6151,Sheldon,Series 02,1,1
6152,6152,Howard,Series 02,2,13
6153,6153,door),Series 02,1,4
6154,6154,Howard,Series 02,1,7
6155,6155,Sheldon,Series 02,1,10
6156,6156,Howard,Series 02,3,26
6157,6157,Leonard,Series 02,1,11
6158,6158,Howard,Series 02,2,27
6159,6159,Sheldon,Series 02,1,9
6160,6160,Howard,Series 02,2,35
6161,6161,Sheldon,Series 02,1,21
6162,6162,Howard,Series 02,3,14
6163,6163,Girl,Series 02,1,18
6164,6164,Howard,Series 02,5,32
6165,6165,Girl,Series 02,2,7
6166,6166,Leonard,Series 02,1,1
6167,6167,Howard,Series 02,1,4
6168,6168,Girl,Series 02,2,8
6169,6169,Leonard,Series 02,1,7
6170,6170,Howard,Series 02,1,8
6171,6171,Sheldon,Series 02,2,14
6173,6173,Girl,Series 02,3,13
6174,6174,Leonard,Series 02,2,26
6175,6175,Girl,Series 02,1,10
6176,6176,Leonard,Series 02,3,25
6177,6177,Girl,Series 02,1,10
6178,6178,Leonard,Series 02,1,4
6179,6179,Girl,Series 02,1,10
6180,6180,Leonard,Series 02,2,8
6181,6181,Girl,Series 02,1,8
6182,6182,Leonard,Series 02,2,2
6184,6184,Howard,Series 02,1,1
6185,6185,Raj,Series 02,2,16
6186,6186,Sheldon,Series 02,1,22
6187,6187,Howard,Series 02,1,9
6188,6188,Raj,Series 02,1,21
6189,6189,Sheldon,Series 02,1,18
6190,6190,Raj,Series 02,1,2
6191,6191,Sheldon,Series 02,1,2
6192,6192,Howard,Series 02,1,10
6193,6193,Raj,Series 02,1,4
6194,6194,Howard,Series 02,1,17
6195,6195,Sheldon,Series 02,1,6
6197,6197,television,Series 02,2,43
6198,6198,Howard,Series 02,1,5
6199,6199,Penny,Series 02,1,11
6200,6200,Howard,Series 02,1,4
6201,6201,Penny,Series 02,1,21
6202,6202,Howard,Series 02,1,9
6203,6203,Leonard,Series 02,1,2
6204,6204,Sheldon,Series 02,1,19
6205,6205,Penny,Series 02,3,22
6206,6206,Howard,Series 02,1,8
6207,6207,Sheldon,Series 02,1,4
6208,6208,Leonard,Series 02,2,12
6209,6209,Sheldon,Series 02,1,3
6210,6210,Leonard,Series 02,1,13
6211,6211,Sheldon,Series 02,1,4
6212,6212,Leonard,Series 02,1,5
6213,6213,Sheldon,Series 02,1,4
6214,6214,Leonard,Series 02,1,6
6215,6215,Sheldon,Series 02,1,26
6216,6216,Leonard,Series 02,1,8
6217,6217,Sheldon,Series 02,1,3
6218,6218,Leonard,Series 02,1,1
6219,6219,Sheldon,Series 02,1,23
6220,6220,Leonard,Series 02,2,12
6221,6221,Sheldon,Series 02,1,6
6222,6222,Leonard,Series 02,1,1
6223,6223,Sheldon,Series 02,1,7
6224,6224,Leonard,Series 02,1,7
6225,6225,Sheldon,Series 02,2,8
6226,6226,Leonard,Series 02,1,12
6227,6227,Sheldon,Series 02,1,19
6228,6228,Leonard,Series 02,1,6
6229,6229,Sheldon,Series 02,1,7
6230,6230,Leonard,Series 02,1,7
6231,6231,Howard,Series 02,1,1
6232,6232,Sheldon,Series 02,1,10
6233,6233,Penny,Series 02,1,5
6234,6234,Sheldon,Series 02,1,7
6236,6236,Leonard,Series 02,1,5
6237,6237,Girl,Series 02,2,17
6238,6238,Leonard,Series 02,1,8
6239,6239,Girl,Series 02,3,14
6240,6240,Leonard,Series 02,1,12
6241,6241,Girl,Series 02,1,3
6242,6242,Leonard,Series 02,1,7
6243,6243,Girl,Series 02,1,4
6244,6244,Leonard,Series 02,1,2
6245,6245,Girl,Series 02,2,4
6246,6246,Leonard,Series 02,1,13
6247,6247,machine,Series 02,4,10
6248,6248,(voice),Series 02,5,39
6249,6249,Leonard,Series 02,2,9
6250,6250,Steph,Series 02,1,9
6251,6251,Leonard,Series 02,2,19
6252,6252,machine,Series 02,4,10
6253,6253,(voice),Series 02,6,53
6254,6254,Leonard,Series 02,1,12
6255,6255,Steph,Series 02,1,12
6256,6256,Leonard,Series 02,1,3
6257,6257,door),Series 02,1,2
6258,6258,machine,Series 02,4,10
6259,6259,(voice),Series 02,3,33
6260,6260,(voice),Series 02,1,16
6261,6261,(voice),Series 02,1,9
6262,6262,(voice),Series 02,2,7
6263,6263,(voice),Series 02,2,14
6265,6265,Penny,Series 02,1,2
6266,6266,Leonard,Series 02,1,1
6267,6267,Penny,Series 02,1,2
6268,6268,Leonard,Series 02,1,3
6269,6269,Penny,Series 02,1,1
6270,6270,Leonard,Series 02,1,2
6271,6271,Penny,Series 02,1,5
6272,6272,Leonard,Series 02,1,3
6273,6273,Penny,Series 02,1,13
6274,6274,Leonard,Series 02,1,9
6275,6275,Penny,Series 02,1,7
6276,6276,Leonard,Series 02,3,15
6277,6277,Penny,Series 02,1,4
6278,6278,Leonard,Series 02,1,5
6279,6279,Penny,Series 02,2,11
6280,6280,Leonard,Series 02,5,37
6281,6281,Penny,Series 02,1,3
6282,6282,Leonard,Series 02,1,2
6283,6283,Penny,Series 02,1,4
6284,6284,Leonard,Series 02,1,1
6285,6285,Penny,Series 02,2,5
6286,6286,Leonard,Series 02,1,3
6287,6287,Penny,Series 02,1,12
6288,6288,Leonard,Series 02,1,4
6289,6289,Penny,Series 02,1,1
6290,6290,Leonard,Series 02,1,5
6291,6291,Penny,Series 02,2,5
6293,6293,(voice),Series 02,1,4
6294,6294,(voice),Series 02,3,28
6295,6295,(voice),Series 02,1,3
6296,6296,Howard,Series 02,1,3
6297,6297,(voice),Series 02,1,14
6298,6298,Howard,Series 02,1,8
6299,6299,Leonard,Series 02,1,9
6300,6300,rings),Series 02,8,45
6302,6302,Raj,Series 02,1,6
6303,6303,All,Series 02,1,5
6304,6304,Sheldon,Series 02,1,13
6305,6305,Howard,Series 02,1,5
6306,6306,All,Series 02,2,6
6307,6307,Leonard,Series 02,1,3
6308,6308,Sheldon,Series 02,1,1
6309,6309,Raj,Series 02,1,1
6310,6310,Leonard,Series 02,2,3
6311,6311,Howard,Series 02,1,1
6312,6312,Sheldon,Series 02,2,43
6313,6313,Leonard,Series 02,2,10
6314,6314,Sheldon,Series 02,1,7
6315,6315,Leonard,Series 02,3,21
6316,6316,Howard,Series 02,1,7
6317,6317,Sheldon,Series 02,2,25
6318,6318,Raj,Series 02,1,12
6319,6319,door),Series 02,1,6
6320,6320,Steph,Series 02,1,5
6321,6321,Leonard,Series 02,1,13
6322,6322,Howard,Series 02,2,9
6323,6323,Steph,Series 02,1,2
6324,6324,Howard,Series 02,1,1
6325,6325,Sheldon,Series 02,2,18
6326,6326,Leonard,Series 02,1,7
6327,6327,Steph,Series 02,1,12
6328,6328,Leonard,Series 02,2,7
6329,6329,Steph,Series 02,1,1
6330,6330,Howard,Series 02,1,1
6331,6331,Steph,Series 02,2,23
6332,6332,Howard,Series 02,1,9
6334,6334,Howard,Series 02,3,52
6335,6335,Leonard,Series 02,1,5
6336,6336,Howard,Series 02,2,6
6337,6337,TV,Series 02,4,69
6338,6338,Howard,Series 02,1,4
6340,6340,Sheldon,Series 02,1,2
6341,6341,Penny,Series 02,1,2
6342,6342,Sheldon,Series 02,1,3
6343,6343,Penny,Series 02,1,3
6344,6344,Sheldon,Series 02,2,25
6345,6345,Penny,Series 02,1,10
6346,6346,Sheldon,Series 02,2,12
6347,6347,Penny,Series 02,1,5
6348,6348,Sheldon,Series 02,1,29
6349,6349,Penny,Series 02,1,7
6350,6350,Sheldon,Series 02,1,1
6351,6351,Penny,Series 02,2,6
6352,6352,Sheldon,Series 02,2,24
6353,6353,Penny,Series 02,1,5
6354,6354,Sheldon,Series 02,2,17
6355,6355,Penny,Series 02,1,4
6356,6356,Sheldon,Series 02,2,15
6357,6357,Penny,Series 02,1,2
6358,6358,Sheldon,Series 02,1,22
6359,6359,Penny,Series 02,1,4
6360,6360,Sheldon,Series 02,1,5
6361,6361,Penny,Series 02,1,5
6362,6362,Sheldon,Series 02,1,22
6363,6363,Penny,Series 02,1,7
6364,6364,Sheldon,Series 02,1,56
6365,6365,Penny,Series 02,1,1
6366,6366,Sheldon,Series 02,2,17
6367,6367,Penny,Series 02,1,5
6368,6368,Sheldon,Series 02,1,3
6369,6369,Penny,Series 02,1,6
6370,6370,Sheldon,Series 02,1,3
6372,6372,Sheldon,Series 02,1,5
6373,6373,Leonard,Series 02,1,7
6374,6374,Sheldon,Series 02,1,14
6375,6375,Leonard,Series 02,1,3
6376,6376,Sheldon,Series 02,2,31
6377,6377,Steph,Series 02,1,4
6378,6378,Sheldon,Series 02,1,2
6379,6379,Leonard,Series 02,2,10
6380,6380,Sheldon,Series 02,2,28
6381,6381,Steph,Series 02,1,1
6382,6382,Sheldon,Series 02,2,6
6383,6383,Steph,Series 02,1,3
6384,6384,Sheldon,Series 02,2,15
6385,6385,Steph,Series 02,1,6
6386,6386,Sheldon,Series 02,1,7
6387,6387,Steph,Series 02,1,3
6388,6388,Sheldon,Series 02,2,22
6389,6389,Steph,Series 02,1,5
6390,6390,Sheldon,Series 02,2,13
6391,6391,Steph,Series 02,1,11
6392,6392,Sheldon,Series 02,3,46
6393,6393,Leonard,Series 02,1,2
6394,6394,Sheldon,Series 02,3,45
6395,6395,Leonard,Series 02,1,11
6396,6396,Sheldon,Series 02,2,17
6397,6397,Leonard,Series 02,1,10
6398,6398,Sheldon,Series 02,2,28
6399,6399,Leonard,Series 02,1,3
6400,6400,Sheldon,Series 02,1,23
6402,6402,Steph,Series 02,1,31
6403,6403,Leonard,Series 02,1,7
6404,6404,Steph,Series 02,1,26
6405,6405,(arriving),Series 02,1,9
6406,6406,Leonard,Series 02,1,3
6407,6407,Steph,Series 02,1,2
6408,6408,Sheldon,Series 02,2,16
6409,6409,Leonard,Series 02,1,2
6410,6410,Sheldon,Series 02,2,31
6411,6411,Leonard,Series 02,1,5
6412,6412,Sheldon,Series 02,2,30
6413,6413,Steph,Series 02,1,5
6414,6414,Leonard,Series 02,2,16
6415,6415,Steph,Series 02,1,4
6416,6416,Leonard,Series 02,1,7
6417,6417,Steph,Series 02,1,5
6418,6418,Leonard,Series 02,2,12
6419,6419,Steph,Series 02,2,9
6420,6420,Sheldon,Series 02,2,17
6421,6421,Leonard,Series 02,1,4
6422,6422,Sheldon,Series 02,1,5
6424,6424,Leonard,Series 02,1,6
6425,6425,laptop),Series 02,1,6
6426,6426,Leonard,Series 02,1,12
6427,6427,Sheldon,Series 02,2,18
6428,6428,Leonard,Series 02,1,4
6429,6429,Sheldon,Series 02,2,28
6430,6430,Leonard,Series 02,1,17
6431,6431,Sheldon,Series 02,1,11
6432,6432,Leonard,Series 02,3,32
6433,6433,Sheldon,Series 02,2,27
6434,6434,Leonard,Series 02,1,11
6435,6435,Sheldon,Series 02,1,7
6436,6436,Leonard,Series 02,1,6
6438,6438,Penny,Series 02,1,1
6439,6439,Sheldon,Series 02,1,4
6440,6440,Penny,Series 02,1,5
6441,6441,Sheldon,Series 02,1,23
6442,6442,Penny,Series 02,1,7
6443,6443,Sheldon,Series 02,2,11
6444,6444,Penny,Series 02,1,1
6445,6445,Sheldon,Series 02,1,5
6446,6446,Penny,Series 02,1,5
6447,6447,Sheldon,Series 02,1,19
6448,6448,Penny,Series 02,1,6
6449,6449,Sheldon,Series 02,3,43
6450,6450,Penny,Series 02,1,1
6451,6451,Sheldon,Series 02,3,42
6452,6452,Penny,Series 02,1,6
6453,6453,Sheldon,Series 02,1,1
6454,6454,Penny,Series 02,2,36
6455,6455,Sheldon,Series 02,1,18
6457,6457,Sheldon,Series 02,1,9
6458,6458,Raj,Series 02,1,12
6459,6459,Howard,Series 02,1,12
6460,6460,Sheldon,Series 02,1,16
6461,6461,Howard,Series 02,1,7
6462,6462,Sheldon,Series 02,1,3
6463,6463,Howard,Series 02,2,10
6464,6464,Raj,Series 02,1,7
6465,6465,Howard,Series 02,1,6
6466,6466,Raj,Series 02,1,11
6467,6467,Howard,Series 02,1,7
6468,6468,Raj,Series 02,1,17
6469,6469,Howard,Series 02,1,15
6470,6470,Sheldon,Series 02,1,26
6471,6471,Raj,Series 02,1,24
6472,6472,Howard,Series 02,2,41
6473,6473,Sheldon,Series 02,1,15
6474,6474,Howard,Series 02,1,1
6475,6475,Raj,Series 02,1,1
6477,6477,Penny,Series 02,1,1
6478,6478,Penny,Series 02,1,3
6479,6479,Sheldon,Series 02,1,4
6480,6480,Penny,Series 02,1,1
6481,6481,Sheldon,Series 02,3,17
6482,6482,Penny,Series 02,1,3
6483,6483,Sheldon,Series 02,1,10
6484,6484,Penny,Series 02,1,1
6485,6485,Sheldon,Series 02,3,10
6486,6486,Penny,Series 02,1,1
6487,6487,Sheldon,Series 02,4,68
6489,6489,Leonard,Series 02,1,21
6490,6490,Steph,Series 02,2,23
6491,6491,Sheldon,Series 02,1,3
6492,6492,Steph,Series 02,1,1
6493,6493,Leonard,Series 02,1,4
6494,6494,Steph,Series 02,2,16
6495,6495,Leonard,Series 02,1,4
6496,6496,Sheldon,Series 02,1,14
6497,6497,Leonard,Series 02,2,9
6498,6498,Sheldon,Series 02,1,6
6499,6499,Leonard,Series 02,1,5
6500,6500,Sheldon,Series 02,3,61
6501,6501,Leonard,Series 02,1,12
6502,6502,Sheldon,Series 02,2,24
6503,6503,Leonard,Series 02,1,5
6504,6504,Sheldon,Series 02,1,6
6505,6505,Steph,Series 02,1,7
6506,6506,Leonard,Series 02,1,6
6507,6507,Sheldon,Series 02,6,41
6508,6508,Steph,Series 02,1,6
6509,6509,Leonard,Series 02,2,7
6510,6510,Sheldon,Series 02,1,3
6511,6511,Steph,Series 02,1,8
6512,6512,Leonard,Series 02,1,4
6513,6513,Steph,Series 02,1,7
6514,6514,Leonard,Series 02,2,11
6515,6515,Sheldon,Series 02,1,8
6517,6517,Sheldon,Series 02,3,44
6518,6518,Leonard,Series 02,1,10
6519,6519,Sheldon,Series 02,1,21
6520,6520,Leonard,Series 02,1,13
6521,6521,Sheldon,Series 02,1,1
6522,6522,Leonard,Series 02,1,7
6523,6523,Steph,Series 02,1,7
6524,6524,Leonard,Series 02,1,4
6525,6525,Steph,Series 02,4,28
6526,6526,Leonard,Series 02,1,9
6527,6527,Steph,Series 02,1,10
6528,6528,Sheldon,Series 02,1,13
6529,6529,Leonard,Series 02,2,4
6530,6530,Sheldon,Series 02,2,5
6531,6531,Steph,Series 02,1,10
6532,6532,tuts),Series 02,1,1
6533,6533,Sheldon,Series 02,2,21
6535,6535,Leonard,Series 02,1,7
6536,6536,Raj,Series 02,1,5
6537,6537,Leonard,Series 02,3,8
6538,6538,Raj,Series 02,1,14
6539,6539,(entering),Series 02,1,2
6540,6540,Leonard,Series 02,1,2
6541,6541,Penny,Series 02,2,10
6542,6542,Leonard,Series 02,2,7
6543,6543,Howard,Series 02,1,18
6544,6544,Penny,Series 02,1,11
6545,6545,Leonard,Series 02,2,14
6546,6546,Penny,Series 02,1,4
6547,6547,Sheldon,Series 02,1,10
6548,6548,Leonard,Series 02,1,5
6549,6549,Sheldon,Series 02,1,15
6550,6550,Leonard,Series 02,2,49
6551,6551,Sheldon,Series 02,1,7
6552,6552,Leonard,Series 02,1,14
6553,6553,noise),Series 02,2,19
6554,6554,Howard,Series 02,1,9
6555,6555,Leonard,Series 02,1,9
6556,6556,Sheldon,Series 02,2,13
6558,6558,Steph,Series 02,1,8
6559,6559,Sheldon,Series 02,1,13
6560,6560,Leonard,Series 02,1,2
6561,6561,Sheldon,Series 02,1,6
6562,6562,Leonard,Series 02,1,9
6563,6563,Steph,Series 02,1,8
6564,6564,Sheldon,Series 02,1,6
6565,6565,Steph,Series 02,1,4
6566,6566,Leonard,Series 02,1,13
6567,6567,Sheldon,Series 02,2,14
6568,6568,Steph,Series 02,2,31
6569,6569,Leonard,Series 02,1,6
6570,6570,Sheldon,Series 02,1,20
6571,6571,Leonard,Series 02,1,13
6572,6572,Sheldon,Series 02,1,21
6573,6573,Leonard,Series 02,1,2
6574,6574,Sheldon,Series 02,2,21
6575,6575,Leonard,Series 02,1,4
6576,6576,Sheldon,Series 02,4,34
6577,6577,Leonard,Series 02,1,2
6578,6578,Sheldon,Series 02,1,28
6579,6579,Leonard,Series 02,1,5
6580,6580,Sheldon,Series 02,2,47
6581,6581,Leonard,Series 02,1,3
6582,6582,Sheldon,Series 02,2,10
6583,6583,Leonard,Series 02,1,25
6584,6584,Sheldon,Series 02,6,84
6585,6585,Leonard,Series 02,1,5
6586,6586,Sheldon,Series 02,4,46
6588,6588,Leonard,Series 02,1,3
6589,6589,Sheldon,Series 02,2,10
6590,6590,Leonard,Series 02,1,19
6591,6591,Steph,Series 02,1,2
6592,6592,Sheldon,Series 02,3,12
6593,6593,Leonard,Series 02,1,11
6594,6594,Sheldon,Series 02,2,18
6595,6595,Steph,Series 02,1,4
6596,6596,Sheldon,Series 02,2,12
6597,6597,(entering),Series 02,2,5
6598,6598,Steph,Series 02,1,2
6599,6599,Penny,Series 02,1,3
6600,6600,Steph,Series 02,2,7
6601,6601,Penny,Series 02,2,15
6602,6602,Steph,Series 02,1,1
6603,6603,Penny,Series 02,1,2
6604,6604,Steph,Series 02,2,35
6605,6605,Leonard,Series 02,1,26
6606,6606,Sheldon,Series 02,1,11
6607,6607,Leonard,Series 02,1,3
6608,6608,Sheldon,Series 02,1,4
6609,6609,Leonard,Series 02,3,52
6610,6610,Sheldon,Series 02,2,13
6611,6611,Leonard,Series 02,2,31
6612,6612,Steph,Series 02,1,7
6613,6613,Penny,Series 02,1,6
6614,6614,Steph,Series 02,1,6
6615,6615,Leonard,Series 02,1,3
6616,6616,Steph,Series 02,1,1
6617,6617,Sheldon,Series 02,2,10
6618,6618,Penny,Series 02,1,5
6619,6619,Leonard,Series 02,1,15
6620,6620,Penny,Series 02,1,6
6621,6621,Sheldon,Series 02,2,15
6622,6622,Penny,Series 02,1,6
6623,6623,Sheldon,Series 02,1,2
6624,6624,Leonard,Series 02,1,5
6625,6625,Sheldon,Series 02,1,9
6626,6626,Leonard,Series 02,1,5
6627,6627,Penny,Series 02,1,3
6628,6628,Leonard,Series 02,1,6
6629,6629,Penny,Series 02,1,5
6630,6630,Leonard,Series 02,1,21
6631,6631,Penny,Series 02,3,26
6632,6632,Leonard,Series 02,1,5
6633,6633,Penny,Series 02,1,10
6634,6634,Leonard,Series 02,1,5
6635,6635,Penny,Series 02,2,11
6636,6636,Leonard,Series 02,2,23
6637,6637,Penny,Series 02,1,22
6638,6638,Leonard,Series 02,1,8
6639,6639,Penny,Series 02,1,5
6640,6640,Leonard,Series 02,3,16
6641,6641,Penny,Series 02,1,6
6643,6643,Howard,Series 02,1,2
6644,6644,Leonard,Series 02,1,6
6645,6645,Howard,Series 02,2,2
6646,6646,Leonard,Series 02,1,11
6647,6647,Howard,Series 02,1,11
6648,6648,Leonard,Series 02,2,23
6649,6649,Howard,Series 02,2,30
6650,6650,Leonard,Series 02,2,10
6651,6651,Howard,Series 02,2,20
6652,6652,Leonard,Series 02,1,5
6653,6653,Howard,Series 02,1,5
6654,6654,Raj,Series 02,1,9
6655,6655,Howard,Series 02,1,2
6656,6656,Raj,Series 02,2,6
6657,6657,Leonard,Series 02,2,31
6659,6659,Steph,Series 02,1,6
6660,6660,Sheldon,Series 02,4,21
6661,6661,Steph,Series 02,1,11
6662,6662,Sheldon,Series 02,3,41
6663,6663,Steph,Series 02,1,2
6664,6664,Sheldon,Series 02,1,9
6665,6665,Steph,Series 02,1,7
6666,6666,Sheldon,Series 02,2,12
6667,6667,Steph,Series 02,1,16
6668,6668,Sheldon,Series 02,2,21
6669,6669,Steph,Series 02,1,3
6670,6670,Sheldon,Series 02,1,13
6672,6672,Penny,Series 02,1,2
6673,6673,Leonard,Series 02,2,8
6674,6674,Penny,Series 02,2,8
6675,6675,Leonard,Series 02,1,7
6676,6676,Penny,Series 02,2,11
6677,6677,Leonard,Series 02,1,3
6678,6678,Penny,Series 02,1,1
6679,6679,Leonard,Series 02,2,10
6680,6680,Penny,Series 02,1,5
6681,6681,Leonard,Series 02,1,4
