,Unnamed: 0,person_scene,series_num,num_lines,num_words
29568,29569,Howard,Series 06,2,9
29569,29570,Leonard,Series 06,1,2
29570,29571,Howard,Series 06,2,20
29571,29572,Leonard,Series 06,1,13
29572,29573,Howard,Series 06,1,27
29573,29574,Leonard,Series 06,1,7
29574,29575,Howard,Series 06,1,2
29576,29577,Sheldon,Series 06,4,20
29577,29578,Alex,Series 06,2,22
29578,29579,Sheldon,Series 06,5,41
29579,29580,Alex,Series 06,1,23
29580,29581,Sheldon,Series 06,3,20
29581,29582,Alex,Series 06,1,7
29582,29583,Sheldon,Series 06,1,1
29583,29584,Alex,Series 06,2,12
29584,29585,Sheldon,Series 06,1,1
29585,29586,Alex,Series 06,2,25
29586,29587,Sheldon,Series 06,1,9
29587,29588,Alex,Series 06,1,9
29588,29589,Sheldon,Series 06,1,15
29589,29590,Alex,Series 06,4,48
29590,29591,Sheldon,Series 06,2,6
29591,29592,Alex,Series 06,1,2
29592,29593,Sheldon,Series 06,1,8
29593,29594,Alex,Series 06,1,4
29594,29595,Sheldon,Series 06,2,7
29596,29597,Penny,Series 06,1,5
29597,29598,Leonard,Series 06,1,3
29598,29599,Penny,Series 06,1,1
29599,29600,Howard,Series 06,1,4
29600,29601,Penny,Series 06,2,6
29601,29602,Leonard,Series 06,1,6
29602,29603,Bernadette,Series 06,2,11
29603,29604,Penny,Series 06,1,3
29604,29605,Howard,Series 06,2,5
29605,29606,Bernadette,Series 06,1,3
29606,29607,Howard,Series 06,2,14
29607,29608,Bernadette,Series 06,1,16
29608,29609,Leonard,Series 06,1,4
29609,29610,Howard,Series 06,2,30
29610,29611,Bernadette,Series 06,5,49
29611,29612,Howard,Series 06,1,5
29612,29613,Bernadette,Series 06,1,7
29613,29614,Howard,Series 06,1,7
29614,29615,Bernadette,Series 06,1,7
29615,29616,Leonard,Series 06,1,8
29616,29617,Penny,Series 06,1,5
29617,29618,Leonard,Series 06,1,1
29618,29619,Penny,Series 06,2,2
29619,29620,Leonard,Series 06,1,3
29620,29621,Penny,Series 06,1,9
29621,29622,Leonard,Series 06,1,1
29622,29623,Penny,Series 06,1,15
29623,29624,Leonard,Series 06,1,3
29624,29625,Penny,Series 06,1,12
29625,29626,Leonard,Series 06,1,14
29626,29627,Penny,Series 06,2,13
29627,29628,Leonard,Series 06,1,4
29628,29629,Penny,Series 06,2,16
29629,29630,Leonard,Series 06,1,1
29630,29631,Bernadette,Series 06,1,2
29631,29632,Penny,Series 06,1,15
29632,29633,Gretchen,Series 06,2,10
29633,29634,Leonard,Series 06,2,6
29634,29635,Penny,Series 06,1,2
29635,29636,Leonard,Series 06,1,2
29637,29638,Raj,Series 06,1,21
29638,29639,Stuart,Series 06,2,20
29639,29640,Raj,Series 06,1,6
29640,29641,Stuart,Series 06,1,2
29641,29642,Raj,Series 06,2,22
29642,29643,Stuart,Series 06,1,1
29643,29644,Raj,Series 06,3,26
29644,29645,Stuart,Series 06,1,4
29645,29646,Raj,Series 06,1,19
29646,29647,Stuart,Series 06,1,1
29648,29649,Penny,Series 06,1,16
29649,29650,Leonard,Series 06,1,21
29650,29651,Penny,Series 06,1,15
29651,29652,Bernadette,Series 06,1,4
29652,29653,Howard,Series 06,3,22
29653,29654,Leonard,Series 06,1,17
29654,29655,Penny,Series 06,3,17
29655,29656,Leonard,Series 06,1,7
29656,29657,Penny,Series 06,2,31
29657,29658,Leonard,Series 06,2,12
29658,29659,Penny,Series 06,1,4
29659,29660,Leonard,Series 06,1,11
29660,29661,Penny,Series 06,1,9
29661,29662,Leonard,Series 06,2,8
29662,29663,Penny,Series 06,1,11
29663,29664,Leonard,Series 06,1,9
29664,29665,Penny,Series 06,1,1
29665,29666,Bernadette,Series 06,1,12
29666,29667,Howard,Series 06,2,16
29667,29668,Bernadette,Series 06,1,2
29668,29669,Howard,Series 06,1,3
29669,29670,Bernadette,Series 06,1,3
29670,29671,Howard,Series 06,1,6
29671,29672,Bernadette,Series 06,1,5
29672,29673,Howard,Series 06,1,8
29674,29675,Amy,Series 06,1,1
29675,29676,Sheldon,Series 06,1,1
29676,29677,Amy,Series 06,1,4
29677,29678,Sheldon,Series 06,2,6
29678,29679,Amy,Series 06,2,15
29679,29680,Sheldon,Series 06,2,22
29680,29681,Amy,Series 06,2,33
29681,29682,Sheldon,Series 06,1,3
29682,29683,Amy,Series 06,3,27
29683,29684,Sheldon,Series 06,1,1
29684,29685,Amy,Series 06,1,10
29685,29686,Sheldon,Series 06,1,3
29686,29687,Amy,Series 06,1,10
29687,29688,Sheldon,Series 06,3,33
29688,29689,Amy,Series 06,3,28
29689,29690,Sheldon,Series 06,2,17
29690,29691,Amy,Series 06,1,3
29691,29692,Sheldon,Series 06,1,2
29692,29693,Amy,Series 06,1,6
29693,29694,Sheldon,Series 06,1,3
29694,29695,Amy,Series 06,3,27
29695,29696,Sheldon,Series 06,1,20
29696,29697,Amy,Series 06,1,4
29697,29698,Sheldon,Series 06,1,9
29698,29699,Amy,Series 06,1,2
29699,29700,Sheldon,Series 06,3,11
29701,29702,Penny,Series 06,1,1
29702,29703,Leonard,Series 06,3,37
29703,29704,Penny,Series 06,2,8
29704,29705,Leonard,Series 06,1,5
29705,29706,Penny,Series 06,1,3
29706,29707,Leonard,Series 06,3,16
29707,29708,Penny,Series 06,2,20
29708,29709,Leonard,Series 06,1,14
29709,29710,Penny,Series 06,1,6
29710,29711,Leonard,Series 06,2,4
29711,29712,Penny,Series 06,1,44
29712,29713,Leonard,Series 06,3,22
29713,29714,Penny,Series 06,1,11
29714,29715,Leonard,Series 06,3,21
29715,29716,Penny,Series 06,1,1
29716,29717,Leonard,Series 06,4,38
29717,29718,Penny,Series 06,1,4
29718,29719,Leonard,Series 06,3,23
29719,29720,Penny,Series 06,2,20
29720,29721,Leonard,Series 06,1,2
29721,29722,Penny,Series 06,1,2
29722,29723,Leonard,Series 06,1,1
29723,29724,Penny,Series 06,1,5
29724,29725,Leonard,Series 06,6,15
29726,29727,guy,Series 06,1,6
29727,29728,Raj,Series 06,1,7
29728,29729,guy,Series 06,2,15
29729,29730,Raj,Series 06,1,11
29730,29731,Stuart,Series 06,2,20
29731,29732,guy,Series 06,1,5
29732,29733,Stuart,Series 06,1,1
29733,29734,Raj,Series 06,9,112
29734,29735,Girl,Series 06,2,6
29735,29736,Raj,Series 06,1,4
29736,29737,Girl,Series 06,1,3
29737,29738,Raj,Series 06,2,16
29738,29739,Girl,Series 06,1,1
29739,29740,Raj,Series 06,1,2
29741,29742,Amy,Series 06,8,96
29743,29744,Raj,Series 06,6,82
29744,29745,Girl,Series 06,1,7
29745,29746,Raj,Series 06,7,61
29747,29748,Sheldon,Series 06,11,137
29748,29749,Penny,Series 06,1,1
29749,29750,Sheldon,Series 06,1,12
29750,29751,Penny,Series 06,1,27
29751,29752,Sheldon,Series 06,2,8
29752,29753,Penny,Series 06,1,11
29753,29754,Sheldon,Series 06,1,3
29754,29755,Penny,Series 06,2,34
29755,29756,Sheldon,Series 06,3,24
29756,29757,Penny,Series 06,2,46
29757,29758,Sheldon,Series 06,2,7
29758,29759,Penny,Series 06,1,4
29759,29760,Sheldon,Series 06,4,43
29760,29761,Penny,Series 06,2,16
29761,29762,Sheldon,Series 06,2,35
29763,29764,Howard,Series 06,2,17
29764,29765,Bernadette,Series 06,1,10
29765,29766,Leonard,Series 06,2,10
29766,29767,Howard,Series 06,1,3
29768,29769,Leonard,Series 06,1,5
29769,29770,Howard,Series 06,1,5
29771,29772,Bernadette,Series 06,1,4
29773,29774,Leonard,Series 06,1,1
29774,29775,Raj,Series 06,1,1
29775,29776,Leonard,Series 06,1,4
29776,29777,Bernadette,Series 06,2,13
29777,29778,Leonard,Series 06,1,5
29778,29779,Raj,Series 06,1,7
29779,29780,Howard,Series 06,1,17
29780,29781,Raj,Series 06,2,18
29781,29782,Bernadette,Series 06,1,4
29782,29783,Raj,Series 06,3,17
29783,29784,Howard,Series 06,2,15
29784,29785,Leonard,Series 06,1,13
29785,29786,Raj,Series 06,2,31
29786,29787,Leonard,Series 06,1,2
29787,29788,Howard,Series 06,4,25
29788,29789,Leonard,Series 06,2,14
29789,29790,Bernadette,Series 06,1,13
29790,29791,Raj,Series 06,2,10
29791,29792,Howard,Series 06,1,2
29792,29793,Leonard,Series 06,1,4
29793,29794,Bernadette,Series 06,3,26
29795,29796,webcam),Series 06,1,2
29796,29797,Sheldon,Series 06,2,12
29797,29798,Amy,Series 06,6,38
29798,29799,Sheldon,Series 06,2,12
29799,29800,Amy,Series 06,2,10
29800,29801,Sheldon,Series 06,7,30
29801,29802,Amy,Series 06,1,3
29802,29803,Sheldon,Series 06,2,9
29803,29804,Amy,Series 06,1,8
29804,29805,Sheldon,Series 06,1,5
29805,29806,Amy,Series 06,2,20
29806,29807,Sheldon,Series 06,1,2
29807,29808,Amy,Series 06,4,22
29809,29810,Penny,Series 06,2,5
29810,29811,Sheldon,Series 06,1,1
29811,29812,Penny,Series 06,1,14
29812,29813,Sheldon,Series 06,2,9
29813,29814,Penny,Series 06,2,6
29814,29815,Sheldon,Series 06,2,43
29815,29816,Penny,Series 06,1,1
29816,29817,Sheldon,Series 06,1,17
29817,29818,Penny,Series 06,1,7
29818,29819,Sheldon,Series 06,1,1
29819,29820,Penny,Series 06,2,21
29820,29821,Sheldon,Series 06,2,11
29822,29823,webcam),Series 06,2,10
29823,29824,Sheldon,Series 06,1,9
29824,29825,Amy,Series 06,1,3
29825,29826,Sheldon,Series 06,3,31
29826,29827,Amy,Series 06,3,24
29827,29828,Sheldon,Series 06,1,5
29828,29829,Amy,Series 06,1,10
29830,29831,Sheldon,Series 06,4,16
29831,29832,Penny,Series 06,1,1
29832,29833,Sheldon,Series 06,2,31
29833,29834,Penny,Series 06,1,10
29834,29835,Sheldon,Series 06,1,2
29835,29836,Penny,Series 06,1,13
29836,29837,Sheldon,Series 06,1,21
29837,29838,Penny,Series 06,2,5
29838,29839,Sheldon,Series 06,2,14
29839,29840,Penny,Series 06,1,10
29840,29841,Sheldon,Series 06,2,13
29842,29843,Sheldon,Series 06,2,36
29843,29844,Howard,Series 06,1,11
29844,29845,Sheldon,Series 06,2,10
29845,29846,Howard,Series 06,1,10
29846,29847,Sheldon,Series 06,1,14
29847,29848,Girl,Series 06,2,19
29848,29849,Stuart,Series 06,1,6
29849,29850,Girl,Series 06,1,2
29850,29851,Howard,Series 06,3,25
29851,29852,Girl,Series 06,2,7
29852,29853,Howard,Series 06,3,37
29854,29855,Howard,Series 06,3,12
29855,29856,Raj,Series 06,1,6
29856,29857,Howard,Series 06,2,16
29857,29858,Raj,Series 06,1,16
29858,29859,Howard,Series 06,1,4
29859,29860,Raj,Series 06,7,36
29860,29861,Howard,Series 06,1,17
29861,29862,Raj,Series 06,1,17
29862,29863,Howard,Series 06,2,8
29863,29864,Raj,Series 06,3,13
29864,29865,Howard,Series 06,1,1
29865,29866,Raj,Series 06,1,18
29866,29867,Howard,Series 06,2,8
29868,29869,Raj,Series 06,1,13
29870,29871,Leonard,Series 06,1,10
29871,29872,Amy,Series 06,1,9
29872,29873,Leonard,Series 06,1,3
29873,29874,Amy,Series 06,2,31
29874,29875,Leonard,Series 06,2,6
29875,29876,Sheldon,Series 06,1,10
29876,29877,Leonard,Series 06,2,6
29877,29878,Sheldon,Series 06,1,1
29878,29879,Leonard,Series 06,4,12
29879,29880,Sheldon,Series 06,2,9
29880,29881,Leonard,Series 06,1,18
29881,29882,Amy,Series 06,2,18
29882,29883,Sheldon,Series 06,3,17
29884,29885,Raj,Series 06,3,13
29885,29886,Girl,Series 06,1,1
29886,29887,Raj,Series 06,1,7
29887,29888,Girl,Series 06,1,5
29888,29889,Raj,Series 06,1,1
29889,29890,Girl,Series 06,4,25
29890,29891,Raj,Series 06,5,33
29891,29892,Girl,Series 06,2,23
29892,29893,Raj,Series 06,1,13
29893,29894,Girl,Series 06,3,36
29894,29895,Raj,Series 06,1,3
29895,29896,Girl,Series 06,1,6
29896,29897,Raj,Series 06,3,16
29897,29898,Girl,Series 06,2,13
29898,29899,Raj,Series 06,2,7
29899,29900,Girl,Series 06,1,5
29900,29901,Raj,Series 06,7,43
29901,29902,Girl,Series 06,1,11
29902,29903,Raj,Series 06,1,14
29903,29904,Girl,Series 06,3,4
29904,29905,Raj,Series 06,3,25
29906,29907,Mitch),Series 06,1,1
29907,29908,Penny,Series 06,2,25
29908,29909,Actor,Series 06,1,3
29909,29910,Leonard,Series 06,1,5
29910,29911,Sheldon,Series 06,2,12
29911,29912,Blanche),Series 06,7,58
29912,29913,Sheldon,Series 06,1,3
29913,29914,Leonard,Series 06,1,3
29914,29915,Amy,Series 06,1,5
29915,29916,Sheldon,Series 06,1,19
29917,29918,Leonard,Series 06,2,31
29918,29919,Howard,Series 06,1,3
29919,29920,Sheldon,Series 06,1,5
29920,29921,Leonard,Series 06,4,35
29921,29922,Howard,Series 06,1,26
29922,29923,Sheldon,Series 06,1,13
29923,29924,Leonard,Series 06,1,3
29924,29925,Sheldon,Series 06,2,8
29925,29926,Leonard,Series 06,1,19
29926,29927,Sheldon,Series 06,2,20
29927,29928,Leonard,Series 06,1,16
29928,29929,Sheldon,Series 06,2,34
29929,29930,Leonard,Series 06,1,22
29930,29931,Howard,Series 06,1,13
29931,29932,Sheldon,Series 06,1,16
29932,29933,Leonard,Series 06,1,9
29933,29934,Sheldon,Series 06,2,14
29934,29935,Leonard,Series 06,4,34
29935,29936,Sheldon,Series 06,4,32
29936,29937,Howard,Series 06,4,24
29937,29938,Leonard,Series 06,1,26
29938,29939,Sheldon,Series 06,2,23
29939,29940,Howard,Series 06,1,10
29940,29941,Sheldon,Series 06,1,12
29942,29943,Leonard,Series 06,1,17
29943,29944,Sheldon,Series 06,1,15
29944,29945,Howard,Series 06,2,25
29945,29946,Sheldon,Series 06,1,13
29946,29947,Leonard,Series 06,2,29
29947,29948,Sheldon,Series 06,3,42
29948,29949,Leonard,Series 06,2,11
29949,29950,Sheldon,Series 06,1,8
29950,29951,Leonard,Series 06,1,15
29951,29952,Howard,Series 06,1,19
29952,29953,Leonard,Series 06,1,17
29953,29954,Sheldon,Series 06,3,26
29954,29955,Howard,Series 06,1,6
29955,29956,Sheldon,Series 06,1,9
29956,29957,(together),Series 06,1,1
29958,29959,Raj,Series 06,1,8
29959,29960,Penny,Series 06,4,25
29960,29961,Raj,Series 06,2,27
29961,29962,Amy,Series 06,2,45
29962,29963,Raj,Series 06,2,15
29963,29964,Bernadette,Series 06,1,23
29964,29965,Penny,Series 06,3,41
29965,29966,Raj,Series 06,2,23
29966,29967,Amy,Series 06,2,17
29967,29968,Bernadette,Series 06,1,4
29968,29969,Penny,Series 06,1,8
29969,29970,Amy,Series 06,2,24
29970,29971,Penny,Series 06,1,21
29971,29972,Bernadette,Series 06,1,1
29972,29973,Penny,Series 06,1,6
29973,29974,Bernadette,Series 06,1,14
29974,29975,Penny,Series 06,1,3
29975,29976,Amy,Series 06,1,2
29976,29977,Raj,Series 06,1,11
29977,29978,Penny,Series 06,2,9
29978,29979,Raj,Series 06,1,36
29979,29980,Penny,Series 06,1,5
29980,29981,Bernadette,Series 06,1,3
29981,29982,Amy,Series 06,2,9
29983,29984,Leonard,Series 06,1,19
29984,29985,Howard,Series 06,3,25
29985,29986,Sheldon,Series 06,1,16
29986,29987,Howard,Series 06,1,13
29987,29988,Leonard,Series 06,1,7
29988,29989,Howard,Series 06,4,54
29989,29990,Kid,Series 06,1,1
29990,29991,Howard,Series 06,1,1
29991,29992,Sheldon,Series 06,2,7
29993,29994,Amy,Series 06,1,8
29994,29995,Bernadette,Series 06,1,6
29995,29996,Amy,Series 06,5,84
29996,29997,Bernadette,Series 06,1,5
29997,29998,Penny,Series 06,1,9
29998,29999,Amy,Series 06,1,8
29999,30000,Bernadette,Series 06,1,24
30000,30001,Amy,Series 06,1,5
30001,30002,Penny,Series 06,1,16
30002,30003,Amy,Series 06,1,6
30003,30004,Penny,Series 06,2,7
30004,30005,Bernadette,Series 06,1,18
30005,30006,Penny,Series 06,1,8
30006,30007,Amy,Series 06,1,7
30007,30008,Penny,Series 06,1,1
30008,30009,Bernadette,Series 06,1,5
30009,30010,Amy,Series 06,1,5
30010,30011,Bernadette,Series 06,5,28
30012,30013,Raj,Series 06,2,15
30013,30014,Man,Series 06,1,3
30014,30015,Raj,Series 06,1,18
30015,30016,Man,Series 06,2,12
30016,30017,Raj,Series 06,2,17
30017,30018,Lucy),Series 06,1,4
30018,30019,Lucy,Series 06,1,17
30019,30020,text),Series 06,1,14
30021,30022,Leonard,Series 06,9,92
30022,30023,Sheldon,Series 06,6,78
30023,30024,Howard,Series 06,4,37
30024,30025,Girl,Series 06,1,6
30025,30026,Howard,Series 06,1,10
30026,30027,Girl,Series 06,1,5
30027,30028,Howard,Series 06,2,11
30028,30029,Girl,Series 06,2,17
30029,30030,Howard,Series 06,2,12
30030,30031,Leonard,Series 06,4,38
30031,30032,2,Series 06,1,8
30032,30033,Leonard,Series 06,11,103
30034,30035,text),Series 06,1,28
30035,30036,text),Series 06,2,12
30036,30037,text),Series 06,2,17
30037,30038,text),Series 06,1,2
30038,30039,text),Series 06,1,5
30039,30040,text),Series 06,2,11
30040,30041,text),Series 06,2,5
30041,30042,text),Series 06,3,10
30042,30043,text),Series 06,6,28
30044,30045,Leonard,Series 06,2,37
30045,30046,Howard,Series 06,2,11
30046,30047,Sheldon,Series 06,6,93
30047,30048,(voice),Series 06,1,3
30048,30049,Sheldon,Series 06,1,16
30049,30050,Amy,Series 06,3,13
30050,30051,Bernadette,Series 06,2,11
30051,30052,Amy,Series 06,1,31
30052,30053,Bernadette,Series 06,2,17
30053,30054,Penny,Series 06,1,6
30054,30055,Bernadette,Series 06,2,6
30056,30057,text),Series 06,1,4
30057,30058,Raj,Series 06,1,6
30059,30060,Howard,Series 06,2,8
30060,30061,Bernadette,Series 06,1,8
30061,30062,Howard,Series 06,2,6
30062,30063,Bernadette,Series 06,1,4
30063,30064,Howard,Series 06,1,1
30065,30066,Leonard,Series 06,1,5
30066,30067,Penny,Series 06,2,21
30067,30068,(undressing),Series 06,2,6
30069,30070,Amy,Series 06,1,12
30070,30071,Sheldon,Series 06,1,5
30072,30073,Bernadette,Series 06,1,3
30073,30074,Howard,Series 06,2,8
30074,30075,Bernadette,Series 06,1,8
30075,30076,Howard,Series 06,2,26
30076,30077,Bernadette,Series 06,1,6
30077,30078,Howard,Series 06,2,16
30078,30079,Bernadette,Series 06,2,19
30079,30080,Howard,Series 06,2,14
30080,30081,Bernadette,Series 06,2,13
30081,30082,Howard,Series 06,1,13
30082,30083,Bernadette,Series 06,1,1
30083,30084,Howard,Series 06,4,50
30084,30085,Bernadette,Series 06,1,13
30085,30086,Howard,Series 06,2,24
30086,30087,Howard,Series 06,1,5
30087,30088,All,Series 06,1,1
30088,30089,Penny,Series 06,1,4
30089,30090,Bernadette,Series 06,2,29
30090,30091,Sheldon,Series 06,1,5
30091,30092,Bernadette,Series 06,1,5
30092,30093,Sheldon,Series 06,2,10
30093,30094,Bernadette,Series 06,1,6
30094,30095,Leonard,Series 06,2,12
30095,30096,Bernadette,Series 06,1,7
30096,30097,Sheldon,Series 06,1,7
30097,30098,Bernadette,Series 06,1,4
30099,30100,Raj,Series 06,2,8
30100,30101,Bernadette,Series 06,1,7
30101,30102,Raj,Series 06,1,21
30102,30103,Sheldon,Series 06,1,11
30103,30104,Howard,Series 06,1,3
30104,30105,Sheldon,Series 06,1,6
30105,30106,Penny,Series 06,1,12
30106,30107,Amy,Series 06,2,23
30107,30108,Sheldon,Series 06,2,16
30108,30109,Amy,Series 06,2,13
30110,30111,Leonard,Series 06,3,10
30111,30112,Sheldon,Series 06,1,4
30112,30113,Leonard,Series 06,3,20
30113,30114,Sheldon,Series 06,1,12
30114,30115,Howard,Series 06,1,17
30115,30116,Sheldon,Series 06,1,7
30116,30117,Leonard,Series 06,1,11
30117,30118,Sheldon,Series 06,3,21
30118,30119,Howard,Series 06,1,1
30119,30120,Sheldon,Series 06,1,5
30120,30121,Bernadette,Series 06,2,14
30121,30122,Sheldon,Series 06,3,27
30122,30123,Howard,Series 06,1,4
30123,30124,Sheldon,Series 06,2,22
30124,30125,Howard,Series 06,2,14
30125,30126,Bernadette,Series 06,1,12
30126,30127,Howard,Series 06,3,22
30127,30128,Sheldon,Series 06,1,15
30128,30129,Howard,Series 06,1,4
30129,30130,Sheldon,Series 06,3,4
30131,30132,Leonard,Series 06,1,23
30132,30133,Penny,Series 06,1,4
30133,30134,Leonard,Series 06,2,19
30134,30135,Penny,Series 06,1,14
30135,30136,Leonard,Series 06,1,5
30136,30137,Penny,Series 06,1,14
30137,30138,Leonard,Series 06,2,18
30138,30139,Penny,Series 06,2,19
30139,30140,Leonard,Series 06,2,2
30140,30141,Penny,Series 06,1,1
30142,30143,Bernadette,Series 06,1,3
30143,30144,Howard,Series 06,1,6
30144,30145,Bernadette,Series 06,2,24
30145,30146,Howard,Series 06,1,5
30146,30147,Bernadette,Series 06,1,4
30147,30148,Howard,Series 06,1,1
30148,30149,Bernadette,Series 06,1,4
30149,30150,Howard,Series 06,3,31
30150,30151,Bernadette,Series 06,1,14
30151,30152,Howard,Series 06,2,15
30152,30153,Bernadette,Series 06,2,12
30153,30154,Howard,Series 06,2,13
30154,30155,Bernadette,Series 06,1,4
30155,30156,Howard,Series 06,1,1
30156,30157,Bernadette,Series 06,1,2
30157,30158,Howard,Series 06,3,17
30159,30160,Amy,Series 06,1,8
30160,30161,Bernadette,Series 06,4,40
30161,30162,Amy,Series 06,1,10
30162,30163,Bernadette,Series 06,1,10
30163,30164,Amy,Series 06,2,10
30164,30165,Bernadette,Series 06,2,20
30165,30166,Penny,Series 06,1,13
30166,30167,Bermadette,Series 06,1,2
30167,30168,Penny,Series 06,1,1
30169,30170,Sheldon,Series 06,2,10
30170,30171,Penny,Series 06,1,2
30171,30172,Sheldon,Series 06,2,9
30172,30173,Amy,Series 06,1,5
30173,30174,Sheldon,Series 06,2,17
30174,30175,Penny,Series 06,1,5
30175,30176,Sheldon,Series 06,3,10
30176,30177,Penny,Series 06,1,10
30177,30178,Sheldon,Series 06,1,2
30178,30179,Penny,Series 06,1,4
30179,30180,Sheldon,Series 06,2,13
30180,30181,Amy,Series 06,1,7
30181,30182,Sheldon,Series 06,3,42
30182,30183,Penny,Series 06,1,11
30183,30184,Sheldon,Series 06,3,29
30184,30185,Penny,Series 06,3,17
30185,30186,Sheldon,Series 06,1,32
30186,30187,Penny,Series 06,1,2
30187,30188,Sheldon,Series 06,2,11
30189,30190,Raj,Series 06,1,14
30190,30191,Leonard,Series 06,1,7
30191,30192,Raj,Series 06,4,41
30192,30193,Leonard,Series 06,3,27
30193,30194,Raj,Series 06,1,24
30194,30195,Leonard,Series 06,1,5
30195,30196,Sheldon,Series 06,2,24
30196,30197,Leonard,Series 06,2,21
30197,30198,Sheldon,Series 06,3,21
30198,30199,Leonard,Series 06,1,2
30199,30200,Sheldon,Series 06,2,13
30200,30201,Raj,Series 06,1,8
30201,30202,Sheldon,Series 06,2,25
30202,30203,Leonard,Series 06,1,3
30203,30204,Sheldon,Series 06,2,14
30205,30206,Amy,Series 06,1,4
30206,30207,Raj,Series 06,1,12
30207,30208,Penny,Series 06,1,8
30208,30209,Leonard,Series 06,1,4
30209,30210,Penny,Series 06,1,1
30210,30211,Sheldon,Series 06,1,10
30211,30212,Leonard,Series 06,2,22
30212,30213,Raj,Series 06,1,2
30213,30214,Penny,Series 06,1,1
30214,30215,Amy,Series 06,1,1
30215,30216,Sheldon,Series 06,1,12
30217,30218,Howard,Series 06,1,13
30218,30219,Bernadette,Series 06,1,6
30219,30220,Howard,Series 06,1,2
30220,30221,Bernadette,Series 06,2,9
30221,30222,Howard,Series 06,1,1
30222,30223,Bernadette,Series 06,1,9
30223,30224,Howard,Series 06,1,11
30224,30225,Amy,Series 06,1,1
30225,30226,Bernadette,Series 06,1,5
30226,30227,Howard,Series 06,1,5
30227,30228,Penny,Series 06,1,2
30228,30229,Amy,Series 06,1,2
30229,30230,Leonard,Series 06,1,2
30230,30231,Raj,Series 06,1,5
30231,30232,Leonard,Series 06,1,3
30232,30233,Raj,Series 06,1,8
30233,30234,Howard,Series 06,1,11
30234,30235,Sheldon,Series 06,2,9
30235,30236,Howard,Series 06,1,5
30236,30237,Bernadette,Series 06,1,3
30237,30238,Raj,Series 06,1,7
30238,30239,Howard,Series 06,2,16
30239,30240,Amy,Series 06,1,6
30240,30241,Sheldon,Series 06,2,7
30243,30244,Howard,Series 06,1,2
30244,30245,Bernadette,Series 06,2,9
30245,30246,Howard,Series 06,2,9
30246,30247,Bernadette,Series 06,1,5
30247,30248,Howard,Series 06,1,12
30248,30249,Bernadette,Series 06,1,3
30249,30250,Howard,Series 06,5,52
30250,30251,Bernadette,Series 06,1,6
30251,30252,Howard,Series 06,1,1
30252,30253,Bernadette,Series 06,2,8
30253,30254,Howard,Series 06,3,30
30254,30255,Leonard,Series 06,1,31
30255,30256,Howard,Series 06,1,5
30256,30257,Sheldon,Series 06,3,40
30257,30258,Penny,Series 06,2,16
30258,30259,Sheldon,Series 06,1,47
30259,30260,Penny,Series 06,2,16
30260,30261,Bernadette,Series 06,1,3
30261,30262,Leonard,Series 06,1,4
30262,30263,Raj,Series 06,8,52
30263,30264,Leonard,Series 06,1,1
30264,30265,Sheldon,Series 06,1,15
30265,30266,Howard,Series 06,2,8
30266,30267,Amy,Series 06,1,2
30267,30268,Sheldon,Series 06,1,2
30268,30269,Leonard,Series 06,1,1
30269,30270,Amy,Series 06,2,27
30270,30271,Howard,Series 06,1,1
30271,30272,Sheldon,Series 06,2,15
30272,30273,Leonard,Series 06,1,1
30273,30274,Penny,Series 06,2,37
30274,30275,Sheldon,Series 06,3,21
30275,30276,Amy,Series 06,1,4
30276,30277,Sheldon,Series 06,1,2
30277,30278,Leonard,Series 06,2,25
30278,30279,Howard,Series 06,1,1
30279,30280,Leonard,Series 06,1,1
30280,30281,Bernadette,Series 06,3,29
30281,30282,Howard,Series 06,2,4
30282,30283,Leonard,Series 06,1,9
30283,30284,Howard,Series 06,2,15
30284,30285,Leonard,Series 06,1,5
30285,30286,Howard,Series 06,2,7
30286,30287,Penny,Series 06,2,15
30287,30288,Raj,Series 06,1,1
30288,30289,Leonard,Series 06,1,2
30289,30290,Amy,Series 06,1,1
30290,30291,Sheldon,Series 06,2,27
30291,30292,Bernadette,Series 06,1,5
30292,30293,Sheldon,Series 06,2,12
30293,30294,Bernadette,Series 06,1,5
30294,30295,Sheldon,Series 06,1,15
30296,30297,Bernadette,Series 06,1,5
30297,30298,Howard,Series 06,2,17
30298,30299,Penny,Series 06,1,6
30299,30300,Leonard,Series 06,1,4
30300,30301,Raj,Series 06,2,16
30301,30302,Amy,Series 06,1,23
30302,30303,Sheldon,Series 06,2,22
30303,30304,Penny,Series 06,2,11
30304,30305,Sheldon,Series 06,1,20
30305,30306,Penny,Series 06,1,6
30307,30308,Leonard,Series 06,2,21
30308,30309,Howard,Series 06,1,24
30309,30310,Leonard,Series 06,1,12
30310,30311,Raj,Series 06,1,15
30311,30312,Sheldon,Series 06,1,13
30312,30313,Barry,Series 06,1,2
30313,30314,All,Series 06,1,1
30314,30315,Barry,Series 06,1,18
30315,30316,Howard,Series 06,1,1
30316,30317,Barry,Series 06,2,12
30317,30318,Howard,Series 06,1,3
30318,30319,Leonard,Series 06,1,3
30319,30320,Barry,Series 06,1,16
30320,30321,Sheldon,Series 06,1,23
30321,30322,Howard,Series 06,1,7
30322,30323,Barry,Series 06,3,39
30323,30324,Sheldon,Series 06,3,42
30324,30325,Raj,Series 06,1,14
30325,30326,Sheldon,Series 06,1,1
30326,30327,Barry,Series 06,1,18
